One,Two,Three,Four,Key
35.75233023,244.0909091,2685,21.48,z
35.76564581,244.1818182,2686,21.488,f
35.77896138,244.2727273,2687,21.496,g
35.79227696,244.3636364,2688,21.504,v
35.80559254,244.4545455,2689,21.512,b
35.81890812,244.5454545,2690,21.52,n
35.8322237,244.6363636,2691,21.528,m
35.84553928,244.7272727,2692,21.536,a
35.85885486,244.8181818,2693,21.544,b
35.87217044,244.9090909,2694,21.552,f
35.88548602,245,2695,21.56,q
35.8988016,245.0909091,2696,21.568,w
35.91211718,245.1818182,2697,21.576,e
35.92543276,245.2727273,2698,21.584,r
35.93874834,245.3636364,2699,21.592,t
35.95206391,245.4545455,2700,21.6,y
35.96537949,245.5454545,2701,21.608,u
35.97869507,245.6363636,2702,21.616,i
35.99201065,245.7272727,2703,21.624,o
36.00532623,245.8181818,2704,21.632,p
36.01864181,245.9090909,2705,21.64,a
36.03195739,246,2706,21.648,s
36.04527297,246.0909091,2707,21.656,d
36.05858855,246.1818182,2708,21.664,f
36.07190413,246.2727273,2709,21.672,g
36.08521971,246.3636364,2710,21.68,h
36.09853529,246.4545455,2711,21.688,j
36.11185087,246.5454545,2712,21.696,k
36.12516644,246.6363636,2713,21.704,l
36.13848202,246.7272727,2714,21.712,z
36.1517976,246.8181818,2715,21.72,x
36.16511318,246.9090909,2716,21.728,c
36.17842876,247,2717,21.736,v
36.19174434,247.0909091,2718,21.744,b
36.20505992,247.1818182,2719,21.752,n
36.2183755,247.2727273,2720,21.76,m
36.23169108,247.3636364,2721,21.768,j
36.24500666,247.4545455,2722,21.776,k
36.25832224,247.5454545,2723,21.784,l
36.27163782,247.6363636,2724,21.792,z
36.2849534,247.7272727,2725,21.8,f
36.29826897,247.8181818,2726,21.808,g
36.31158455,247.9090909,2727,21.816,v
36.32490013,248,2728,21.824,b
36.33821571,248.0909091,2729,21.832,n
36.35153129,248.1818182,2730,21.84,m
36.36484687,248.2727273,2731,21.848,a
36.37816245,248.3636364,2732,21.856,b
36.39147803,248.4545455,2733,21.864,f
36.40479361,248.5454545,2734,21.872,q
36.41810919,248.6363636,2735,21.88,w
36.43142477,248.7272727,2736,21.888,e
36.44474035,248.8181818,2737,21.896,r
36.45805593,248.9090909,2738,21.904,t
36.4713715,249,2739,21.912,y
36.48468708,249.0909091,2740,21.92,u
36.49800266,249.1818182,2741,21.928,i
36.51131824,249.2727273,2742,21.936,o
36.52463382,249.3636364,2743,21.944,p
36.5379494,249.4545455,2744,21.952,a
36.55126498,249.5454545,2745,21.96,s
36.56458056,249.6363636,2746,21.968,d
36.57789614,249.7272727,2747,21.976,f
36.59121172,249.8181818,2748,21.984,g
36.6045273,249.9090909,2749,21.992,h
36.61784288,250,2750,22,j
36.63115846,250.0909091,2751,22.008,k
36.64447403,250.1818182,2752,22.016,l
36.65778961,250.2727273,2753,22.024,z
36.67110519,250.3636364,2754,22.032,x
36.68442077,250.4545455,2755,22.04,c
36.69773635,250.5454545,2756,22.048,v
36.71105193,250.6363636,2757,22.056,b
36.72436751,250.7272727,2758,22.064,n
36.73768309,250.8181818,2759,22.072,m
36.75099867,250.9090909,2760,22.08,j
36.76431425,251,2761,22.088,k
36.77762983,251.0909091,2762,22.096,l
36.79094541,251.1818182,2763,22.104,z
36.80426099,251.2727273,2764,22.112,f
36.81757656,251.3636364,2765,22.12,g
36.83089214,251.4545455,2766,22.128,v
36.84420772,251.5454545,2767,22.136,b
36.8575233,251.6363636,2768,22.144,n
36.87083888,251.7272727,2769,22.152,m
36.88415446,251.8181818,2770,22.16,a
36.89747004,251.9090909,2771,22.168,b
36.91078562,252,2772,22.176,f
36.9241012,252.0909091,2773,22.184,q
36.93741678,252.1818182,2774,22.192,w
36.95073236,252.2727273,2775,22.2,e
36.96404794,252.3636364,2776,22.208,r
36.97736352,252.4545455,2777,22.216,t
36.99067909,252.5454545,2778,22.224,y
37.00399467,252.6363636,2779,22.232,u
37.01731025,252.7272727,2780,22.24,i
37.03062583,252.8181818,2781,22.248,o
37.04394141,252.9090909,2782,22.256,p
37.05725699,253,2783,22.264,a
37.07057257,253.0909091,2784,22.272,s
37.08388815,253.1818182,2785,22.28,d
37.09720373,253.2727273,2786,22.288,f
37.11051931,253.3636364,2787,22.296,g
37.12383489,253.4545455,2788,22.304,h
37.13715047,253.5454545,2789,22.312,j
37.15046605,253.6363636,2790,22.32,k
37.16378162,253.7272727,2791,22.328,l
37.1770972,253.8181818,2792,22.336,z
37.19041278,253.9090909,2793,22.344,x
37.20372836,254,2794,22.352,c
37.21704394,254.0909091,2795,22.36,v
37.23035952,254.1818182,2796,22.368,b
37.2436751,254.2727273,2797,22.376,n
37.25699068,254.3636364,2798,22.384,m
37.27030626,254.4545455,2799,22.392,j
37.28362184,254.5454545,2800,22.4,k
37.29693742,254.6363636,2801,22.408,l
37.310253,254.7272727,2802,22.416,z
37.32356858,254.8181818,2803,22.424,f
37.33688415,254.9090909,2804,22.432,g
37.35019973,255,2805,22.44,v
37.36351531,255.0909091,2806,22.448,b
37.37683089,255.1818182,2807,22.456,n
37.39014647,255.2727273,2808,22.464,m
37.40346205,255.3636364,2809,22.472,a
37.41677763,255.4545455,2810,22.48,b
37.43009321,255.5454545,2811,22.488,f
37.44340879,255.6363636,2812,22.496,q
37.45672437,255.7272727,2813,22.504,w
37.47003995,255.8181818,2814,22.512,e
37.48335553,255.9090909,2815,22.52,r
37.49667111,256,2816,22.528,t
37.50998668,256.0909091,2817,22.536,y
37.52330226,256.1818182,2818,22.544,u
37.53661784,256.2727273,2819,22.552,i
37.54993342,256.3636364,2820,22.56,o
37.563249,256.4545455,2821,22.568,p
37.57656458,256.5454545,2822,22.576,a
37.58988016,256.6363636,2823,22.584,s
37.60319574,256.7272727,2824,22.592,d
37.61651132,256.8181818,2825,22.6,f
37.6298269,256.9090909,2826,22.608,g
37.64314248,257,2827,22.616,h
37.65645806,257.0909091,2828,22.624,j
37.66977364,257.1818182,2829,22.632,k
37.68308921,257.2727273,2830,22.64,l
37.69640479,257.3636364,2831,22.648,z
37.70972037,257.4545455,2832,22.656,x
37.72303595,257.5454545,2833,22.664,c
37.73635153,257.6363636,2834,22.672,v
37.74966711,257.7272727,2835,22.68,b
37.76298269,257.8181818,2836,22.688,n
37.77629827,257.9090909,2837,22.696,m
37.78961385,258,2838,22.704,j
37.80292943,258.0909091,2839,22.712,k
37.81624501,258.1818182,2840,22.72,l
37.82956059,258.2727273,2841,22.728,z
37.84287617,258.3636364,2842,22.736,f
37.85619174,258.4545455,2843,22.744,g
37.86950732,258.5454545,2844,22.752,v
37.8828229,258.6363636,2845,22.76,b
37.89613848,258.7272727,2846,22.768,n
37.90945406,258.8181818,2847,22.776,m
37.92276964,258.9090909,2848,22.784,a
37.93608522,259,2849,22.792,b
37.9494008,259.0909091,2850,22.8,f
37.96271638,259.1818182,2851,22.808,q
37.97603196,259.2727273,2852,22.816,w
37.98934754,259.3636364,2853,22.824,e
38.00266312,259.4545455,2854,22.832,r
38.0159787,259.5454545,2855,22.84,t
38.02929427,259.6363636,2856,22.848,y
38.04260985,259.7272727,2857,22.856,u
38.05592543,259.8181818,2858,22.864,i
38.06924101,259.9090909,2859,22.872,o
38.08255659,260,2860,22.88,p
38.09587217,260.0909091,2861,22.888,a
38.10918775,260.1818182,2862,22.896,s
38.12250333,260.2727273,2863,22.904,d
38.13581891,260.3636364,2864,22.912,f
38.14913449,260.4545455,2865,22.92,g
38.16245007,260.5454545,2866,22.928,h
38.17576565,260.6363636,2867,22.936,j
38.18908123,260.7272727,2868,22.944,k
38.2023968,260.8181818,2869,22.952,l
38.21571238,260.9090909,2870,22.96,z
38.22902796,261,2871,22.968,x
38.24234354,261.0909091,2872,22.976,c
38.25565912,261.1818182,2873,22.984,v
38.2689747,261.2727273,2874,22.992,b
38.28229028,261.3636364,2875,23,n
38.29560586,261.4545455,2876,23.008,m
38.30892144,261.5454545,2877,23.016,j
38.32223702,261.6363636,2878,23.024,k
38.3355526,261.7272727,2879,23.032,l
38.34886818,261.8181818,2880,23.04,z
38.36218375,261.9090909,2881,23.048,f
38.37549933,262,2882,23.056,g
38.38881491,262.0909091,2883,23.064,v
38.40213049,262.1818182,2884,23.072,b
38.41544607,262.2727273,2885,23.08,n
38.42876165,262.3636364,2886,23.088,m
38.44207723,262.4545455,2887,23.096,a
38.45539281,262.5454545,2888,23.104,b
38.46870839,262.6363636,2889,23.112,f
38.48202397,262.7272727,2890,23.12,q
38.49533955,262.8181818,2891,23.128,w
38.50865513,262.9090909,2892,23.136,e
38.52197071,263,2893,23.144,r
38.53528628,263.0909091,2894,23.152,t
38.54860186,263.1818182,2895,23.16,y
38.56191744,263.2727273,2896,23.168,u
38.57523302,263.3636364,2897,23.176,i
38.5885486,263.4545455,2898,23.184,o
38.60186418,263.5454545,2899,23.192,p
38.61517976,263.6363636,2900,23.2,a
38.62849534,263.7272727,2901,23.208,s
38.64181092,263.8181818,2902,23.216,d
38.6551265,263.9090909,2903,23.224,f
38.66844208,264,2904,23.232,g
38.68175766,264.0909091,2905,23.24,h
38.69507324,264.1818182,2906,23.248,j
38.70838881,264.2727273,2907,23.256,k
38.72170439,264.3636364,2908,23.264,l
38.73501997,264.4545455,2909,23.272,z
38.74833555,264.5454545,2910,23.28,x
38.76165113,264.6363636,2911,23.288,c
38.77496671,264.7272727,2912,23.296,v
38.78828229,264.8181818,2913,23.304,b
38.80159787,264.9090909,2914,23.312,n
38.81491345,265,2915,23.32,m
38.82822903,265.0909091,2916,23.328,j
38.84154461,265.1818182,2917,23.336,k
38.85486019,265.2727273,2918,23.344,l
38.86817577,265.3636364,2919,23.352,z
38.88149134,265.4545455,2920,23.36,f
38.89480692,265.5454545,2921,23.368,g
38.9081225,265.6363636,2922,23.376,v
38.92143808,265.7272727,2923,23.384,b
38.93475366,265.8181818,2924,23.392,n
38.94806924,265.9090909,2925,23.4,m
38.96138482,266,2926,23.408,a
38.9747004,266.0909091,2927,23.416,b
38.98801598,266.1818182,2928,23.424,f
39.00133156,266.2727273,2929,23.432,q
39.01464714,266.3636364,2930,23.44,w
39.02796272,266.4545455,2931,23.448,e
39.0412783,266.5454545,2932,23.456,r
39.05459387,266.6363636,2933,23.464,t
39.06790945,266.7272727,2934,23.472,y
39.08122503,266.8181818,2935,23.48,u
39.09454061,266.9090909,2936,23.488,i
39.10785619,267,2937,23.496,o
39.12117177,267.0909091,2938,23.504,p
39.13448735,267.1818182,2939,23.512,a
39.14780293,267.2727273,2940,23.52,s
39.16111851,267.3636364,2941,23.528,d
39.17443409,267.4545455,2942,23.536,f
39.18774967,267.5454545,2943,23.544,g
39.20106525,267.6363636,2944,23.552,h
39.21438083,267.7272727,2945,23.56,j
39.2276964,267.8181818,2946,23.568,k
39.24101198,267.9090909,2947,23.576,l
39.25432756,268,2948,23.584,z
39.26764314,268.0909091,2949,23.592,x
39.28095872,268.1818182,2950,23.6,c
39.2942743,268.2727273,2951,23.608,v
39.30758988,268.3636364,2952,23.616,b
39.32090546,268.4545455,2953,23.624,n
39.33422104,268.5454545,2954,23.632,m
39.34753662,268.6363636,2955,23.64,j
39.3608522,268.7272727,2956,23.648,k
39.37416778,268.8181818,2957,23.656,l
39.38748336,268.9090909,2958,23.664,z
39.40079893,269,2959,23.672,f
39.41411451,269.0909091,2960,23.68,g
39.42743009,269.1818182,2961,23.688,v
39.44074567,269.2727273,2962,23.696,b
39.45406125,269.3636364,2963,23.704,n
39.46737683,269.4545455,2964,23.712,m
39.48069241,269.5454545,2965,23.72,a
39.49400799,269.6363636,2966,23.728,b
39.50732357,269.7272727,2967,23.736,f
39.52063915,269.8181818,2968,23.744,q
39.53395473,269.9090909,2969,23.752,w
39.54727031,270,2970,23.76,e
39.56058589,270.0909091,2971,23.768,r
39.57390146,270.1818182,2972,23.776,t
39.58721704,270.2727273,2973,23.784,y
39.60053262,270.3636364,2974,23.792,u
39.6138482,270.4545455,2975,23.8,i
39.62716378,270.5454545,2976,23.808,o
39.64047936,270.6363636,2977,23.816,p
39.65379494,270.7272727,2978,23.824,a
39.66711052,270.8181818,2979,23.832,s
39.6804261,270.9090909,2980,23.84,d
39.69374168,271,2981,23.848,f
39.70705726,271.0909091,2982,23.856,g
39.72037284,271.1818182,2983,23.864,h
39.73368842,271.2727273,2984,23.872,j
39.74700399,271.3636364,2985,23.88,k
39.76031957,271.4545455,2986,23.888,l
39.77363515,271.5454545,2987,23.896,z
39.78695073,271.6363636,2988,23.904,x
39.80026631,271.7272727,2989,23.912,c
39.81358189,271.8181818,2990,23.92,v
39.82689747,271.9090909,2991,23.928,b
39.84021305,272,2992,23.936,n
39.85352863,272.0909091,2993,23.944,m
39.86684421,272.1818182,2994,23.952,j
39.88015979,272.2727273,2995,23.96,k
39.89347537,272.3636364,2996,23.968,l
39.90679095,272.4545455,2997,23.976,z
39.92010652,272.5454545,2998,23.984,f
39.9334221,272.6363636,2999,23.992,g
39.94673768,272.7272727,3000,24,v
39.96005326,272.8181818,3001,24.008,b
39.97336884,272.9090909,3002,24.016,n
39.98668442,273,3003,24.024,m
40,273.0909091,3004,24.032,a
40.01331558,273.1818182,3005,24.04,b
40.02663116,273.2727273,3006,24.048,f
40.03994674,273.3636364,3007,24.056,q
40.05326232,273.4545455,3008,24.064,w
40.0665779,273.5454545,3009,24.072,e
40.07989348,273.6363636,3010,24.08,r
40.09320905,273.7272727,3011,24.088,t
40.10652463,273.8181818,3012,24.096,y
40.11984021,273.9090909,3013,24.104,u
40.13315579,274,3014,24.112,i
40.14647137,274.0909091,3015,24.12,o
40.15978695,274.1818182,3016,24.128,p
40.17310253,274.2727273,3017,24.136,a
40.18641811,274.3636364,3018,24.144,s
40.19973369,274.4545455,3019,24.152,d
40.21304927,274.5454545,3020,24.16,f
40.22636485,274.6363636,3021,24.168,g
40.23968043,274.7272727,3022,24.176,h
40.25299601,274.8181818,3023,24.184,j
40.26631158,274.9090909,3024,24.192,k
40.27962716,275,3025,24.2,l
40.29294274,275.0909091,3026,24.208,z
40.30625832,275.1818182,3027,24.216,x
40.3195739,275.2727273,3028,24.224,c
40.33288948,275.3636364,3029,24.232,v
40.34620506,275.4545455,3030,24.24,b
40.35952064,275.5454545,3031,24.248,n
40.37283622,275.6363636,3032,24.256,m
40.3861518,275.7272727,3033,24.264,j
40.39946738,275.8181818,3034,24.272,k
40.41278296,275.9090909,3035,24.28,l
40.42609854,276,3036,24.288,z
40.43941411,276.0909091,3037,24.296,f
40.45272969,276.1818182,3038,24.304,g
40.46604527,276.2727273,3039,24.312,v
40.47936085,276.3636364,3040,24.32,b
40.49267643,276.4545455,3041,24.328,n
40.50599201,276.5454545,3042,24.336,m
40.51930759,276.6363636,3043,24.344,a
40.53262317,276.7272727,3044,24.352,b
40.54593875,276.8181818,3045,24.36,f
40.55925433,276.9090909,3046,24.368,q
40.57256991,277,3047,24.376,w
40.58588549,277.0909091,3048,24.384,e
40.59920107,277.1818182,3049,24.392,r
40.61251664,277.2727273,3050,24.4,t
40.62583222,277.3636364,3051,24.408,y
40.6391478,277.4545455,3052,24.416,u
40.65246338,277.5454545,3053,24.424,i
40.66577896,277.6363636,3054,24.432,o
40.67909454,277.7272727,3055,24.44,p
40.69241012,277.8181818,3056,24.448,a
40.7057257,277.9090909,3057,24.456,s
40.71904128,278,3058,24.464,d
40.73235686,278.0909091,3059,24.472,f
40.74567244,278.1818182,3060,24.48,g
40.75898802,278.2727273,3061,24.488,h
40.7723036,278.3636364,3062,24.496,j
40.78561917,278.4545455,3063,24.504,k
40.79893475,278.5454545,3064,24.512,l
40.81225033,278.6363636,3065,24.52,z
40.82556591,278.7272727,3066,24.528,x
40.83888149,278.8181818,3067,24.536,c
40.85219707,278.9090909,3068,24.544,v
40.86551265,279,3069,24.552,b
40.87882823,279.0909091,3070,24.56,n
40.89214381,279.1818182,3071,24.568,m
40.90545939,279.2727273,3072,24.576,j
40.91877497,279.3636364,3073,24.584,k
40.93209055,279.4545455,3074,24.592,l
40.94540613,279.5454545,3075,24.6,z
40.9587217,279.6363636,3076,24.608,f
40.97203728,279.7272727,3077,24.616,g
40.98535286,279.8181818,3078,24.624,v
40.99866844,279.9090909,3079,24.632,b
41.01198402,280,3080,24.64,n
41.0252996,280.0909091,3081,24.648,m
41.03861518,280.1818182,3082,24.656,a
41.05193076,280.2727273,3083,24.664,b
41.06524634,280.3636364,3084,24.672,f
41.07856192,280.4545455,3085,24.68,q
41.0918775,280.5454545,3086,24.688,w
41.10519308,280.6363636,3087,24.696,e
41.11850866,280.7272727,3088,24.704,r
41.13182423,280.8181818,3089,24.712,t
41.14513981,280.9090909,3090,24.72,y
41.15845539,281,3091,24.728,u
41.17177097,281.0909091,3092,24.736,i
41.18508655,281.1818182,3093,24.744,o
41.19840213,281.2727273,3094,24.752,p
41.21171771,281.3636364,3095,24.76,a
41.22503329,281.4545455,3096,24.768,s
41.23834887,281.5454545,3097,24.776,d
41.25166445,281.6363636,3098,24.784,f
41.26498003,281.7272727,3099,24.792,g
41.27829561,281.8181818,3100,24.8,h
41.29161119,281.9090909,3101,24.808,j
41.30492676,282,3102,24.816,k
41.31824234,282.0909091,3103,24.824,l
41.33155792,282.1818182,3104,24.832,z
41.3448735,282.2727273,3105,24.84,x
41.35818908,282.3636364,3106,24.848,c
41.37150466,282.4545455,3107,24.856,v
41.38482024,282.5454545,3108,24.864,b
41.39813582,282.6363636,3109,24.872,n
41.4114514,282.7272727,3110,24.88,m
41.42476698,282.8181818,3111,24.888,j
41.43808256,282.9090909,3112,24.896,k
41.45139814,283,3113,24.904,l
41.46471372,283.0909091,3114,24.912,z
41.47802929,283.1818182,3115,24.92,f
41.49134487,283.2727273,3116,24.928,g
41.50466045,283.3636364,3117,24.936,v
41.51797603,283.4545455,3118,24.944,b
41.53129161,283.5454545,3119,24.952,n
41.54460719,283.6363636,3120,24.96,m
41.55792277,283.7272727,3121,24.968,a
41.57123835,283.8181818,3122,24.976,b
41.58455393,283.9090909,3123,24.984,f
41.59786951,284,3124,24.992,q
41.61118509,284.0909091,3125,25,w
41.62450067,284.1818182,3126,25.008,e
41.63781625,284.2727273,3127,25.016,r
41.65113182,284.3636364,3128,25.024,t
41.6644474,284.4545455,3129,25.032,y
41.67776298,284.5454545,3130,25.04,u
41.69107856,284.6363636,3131,25.048,i
41.70439414,284.7272727,3132,25.056,o
41.71770972,284.8181818,3133,25.064,p
41.7310253,284.9090909,3134,25.072,a
41.74434088,285,3135,25.08,s
41.75765646,285.0909091,3136,25.088,d
41.77097204,285.1818182,3137,25.096,f
41.78428762,285.2727273,3138,25.104,g
41.7976032,285.3636364,3139,25.112,h
41.81091877,285.4545455,3140,25.12,j
41.82423435,285.5454545,3141,25.128,k
41.83754993,285.6363636,3142,25.136,l
41.85086551,285.7272727,3143,25.144,z
41.86418109,285.8181818,3144,25.152,x
41.87749667,285.9090909,3145,25.16,c
41.89081225,286,3146,25.168,v
41.90412783,286.0909091,3147,25.176,b
41.91744341,286.1818182,3148,25.184,n
41.93075899,286.2727273,3149,25.192,m
41.94407457,286.3636364,3150,25.2,j
41.95739015,286.4545455,3151,25.208,k
41.97070573,286.5454545,3152,25.216,l
41.9840213,286.6363636,3153,25.224,z
41.99733688,286.7272727,3154,25.232,f
42.01065246,286.8181818,3155,25.24,g
42.02396804,286.9090909,3156,25.248,v
42.03728362,287,3157,25.256,b
42.0505992,287.0909091,3158,25.264,n
42.06391478,287.1818182,3159,25.272,m
42.07723036,287.2727273,3160,25.28,a
42.09054594,287.3636364,3161,25.288,b
42.10386152,287.4545455,3162,25.296,f
42.1171771,287.5454545,3163,25.304,q
42.13049268,287.6363636,3164,25.312,w
42.14380826,287.7272727,3165,25.32,e
42.15712383,287.8181818,3166,25.328,r
42.17043941,287.9090909,3167,25.336,t
42.18375499,288,3168,25.344,y
42.19707057,288.0909091,3169,25.352,u
42.21038615,288.1818182,3170,25.36,i
42.22370173,288.2727273,3171,25.368,o
42.23701731,288.3636364,3172,25.376,p
42.25033289,288.4545455,3173,25.384,a
42.26364847,288.5454545,3174,25.392,s
42.27696405,288.6363636,3175,25.4,d
42.29027963,288.7272727,3176,25.408,f
42.30359521,288.8181818,3177,25.416,g
42.31691079,288.9090909,3178,25.424,h
42.33022636,289,3179,25.432,j
42.34354194,289.0909091,3180,25.44,k
42.35685752,289.1818182,3181,25.448,l
42.3701731,289.2727273,3182,25.456,z
42.38348868,289.3636364,3183,25.464,x
42.39680426,289.4545455,3184,25.472,c
42.41011984,289.5454545,3185,25.48,v
42.42343542,289.6363636,3186,25.488,b
42.436751,289.7272727,3187,25.496,n
42.45006658,289.8181818,3188,25.504,m
42.46338216,289.9090909,3189,25.512,j
42.47669774,290,3190,25.52,k
42.49001332,290.0909091,3191,25.528,l
42.50332889,290.1818182,3192,25.536,z
42.51664447,290.2727273,3193,25.544,f
42.52996005,290.3636364,3194,25.552,g
42.54327563,290.4545455,3195,25.56,v
42.55659121,290.5454545,3196,25.568,b
42.56990679,290.6363636,3197,25.576,n
42.58322237,290.7272727,3198,25.584,m
42.59653795,290.8181818,3199,25.592,a
42.60985353,290.9090909,3200,25.6,b
42.62316911,291,3201,25.608,f
42.63648469,291.0909091,3202,25.616,q
42.64980027,291.1818182,3203,25.624,w
42.66311585,291.2727273,3204,25.632,e
42.67643142,291.3636364,3205,25.64,r
42.689747,291.4545455,3206,25.648,t
42.70306258,291.5454545,3207,25.656,y
42.71637816,291.6363636,3208,25.664,u
42.72969374,291.7272727,3209,25.672,i
42.74300932,291.8181818,3210,25.68,o
42.7563249,291.9090909,3211,25.688,p
42.76964048,292,3212,25.696,a
42.78295606,292.0909091,3213,25.704,s
42.79627164,292.1818182,3214,25.712,d
42.80958722,292.2727273,3215,25.72,f
42.8229028,292.3636364,3216,25.728,g
42.83621838,292.4545455,3217,25.736,h
42.84953395,292.5454545,3218,25.744,j
42.86284953,292.6363636,3219,25.752,k
42.87616511,292.7272727,3220,25.76,l
42.88948069,292.8181818,3221,25.768,z
42.90279627,292.9090909,3222,25.776,x
42.91611185,293,3223,25.784,c
42.92942743,293.0909091,3224,25.792,v
42.94274301,293.1818182,3225,25.8,b
42.95605859,293.2727273,3226,25.808,n
42.96937417,293.3636364,3227,25.816,m
42.98268975,293.4545455,3228,25.824,j
42.99600533,293.5454545,3229,25.832,k
43.00932091,293.6363636,3230,25.84,l
43.02263648,293.7272727,3231,25.848,z
43.03595206,293.8181818,3232,25.856,f
43.04926764,293.9090909,3233,25.864,g
43.06258322,294,3234,25.872,v
43.0758988,294.0909091,3235,25.88,b
43.08921438,294.1818182,3236,25.888,n
43.10252996,294.2727273,3237,25.896,m
43.11584554,294.3636364,3238,25.904,a
43.12916112,294.4545455,3239,25.912,b
43.1424767,294.5454545,3240,25.92,f
43.15579228,294.6363636,3241,25.928,q
43.16910786,294.7272727,3242,25.936,w
43.18242344,294.8181818,3243,25.944,e
43.19573901,294.9090909,3244,25.952,r
43.20905459,295,3245,25.96,t
43.22237017,295.0909091,3246,25.968,y
43.23568575,295.1818182,3247,25.976,u
43.24900133,295.2727273,3248,25.984,i
43.26231691,295.3636364,3249,25.992,o
43.27563249,295.4545455,3250,26,p
43.28894807,295.5454545,3251,26.008,a
43.30226365,295.6363636,3252,26.016,s
43.31557923,295.7272727,3253,26.024,d
43.32889481,295.8181818,3254,26.032,f
43.34221039,295.9090909,3255,26.04,g
43.35552597,296,3256,26.048,h
43.36884154,296.0909091,3257,26.056,j
43.38215712,296.1818182,3258,26.064,k
43.3954727,296.2727273,3259,26.072,l
43.40878828,296.3636364,3260,26.08,z
43.42210386,296.4545455,3261,26.088,x
43.43541944,296.5454545,3262,26.096,c
43.44873502,296.6363636,3263,26.104,v
43.4620506,296.7272727,3264,26.112,b
43.47536618,296.8181818,3265,26.12,n
43.48868176,296.9090909,3266,26.128,m
43.50199734,297,3267,26.136,j
43.51531292,297.0909091,3268,26.144,k
43.5286285,297.1818182,3269,26.152,l
43.54194407,297.2727273,3270,26.16,z
43.55525965,297.3636364,3271,26.168,f
43.56857523,297.4545455,3272,26.176,g
43.58189081,297.5454545,3273,26.184,v
43.59520639,297.6363636,3274,26.192,b
43.60852197,297.7272727,3275,26.2,n
43.62183755,297.8181818,3276,26.208,m
43.63515313,297.9090909,3277,26.216,a
43.64846871,298,3278,26.224,b
43.66178429,298.0909091,3279,26.232,f
43.67509987,298.1818182,3280,26.24,q
43.68841545,298.2727273,3281,26.248,w
43.70173103,298.3636364,3282,26.256,e
43.7150466,298.4545455,3283,26.264,r
43.72836218,298.5454545,3284,26.272,t
43.74167776,298.6363636,3285,26.28,y
43.75499334,298.7272727,3286,26.288,u
43.76830892,298.8181818,3287,26.296,i
43.7816245,298.9090909,3288,26.304,o
43.79494008,299,3289,26.312,p
43.80825566,299.0909091,3290,26.32,a
43.82157124,299.1818182,3291,26.328,s
43.83488682,299.2727273,3292,26.336,d
43.8482024,299.3636364,3293,26.344,f
43.86151798,299.4545455,3294,26.352,g
43.87483356,299.5454545,3295,26.36,h
43.88814913,299.6363636,3296,26.368,j
43.90146471,299.7272727,3297,26.376,k
43.91478029,299.8181818,3298,26.384,l
43.92809587,299.9090909,3299,26.392,z
43.94141145,300,3300,26.4,x
43.95472703,300.0909091,3301,26.408,c
43.96804261,300.1818182,3302,26.416,v
43.98135819,300.2727273,3303,26.424,b
43.99467377,300.3636364,3304,26.432,n
44.00798935,300.4545455,3305,26.44,m
44.02130493,300.5454545,3306,26.448,j
44.03462051,300.6363636,3307,26.456,k
44.04793609,300.7272727,3308,26.464,l
44.06125166,300.8181818,3309,26.472,z
44.07456724,300.9090909,3310,26.48,f
44.08788282,301,3311,26.488,g
44.1011984,301.0909091,3312,26.496,v
44.11451398,301.1818182,3313,26.504,b
44.12782956,301.2727273,3314,26.512,n
44.14114514,301.3636364,3315,26.52,m
44.15446072,301.4545455,3316,26.528,a
44.1677763,301.5454545,3317,26.536,b
44.18109188,301.6363636,3318,26.544,f
44.19440746,301.7272727,3319,26.552,q
44.20772304,301.8181818,3320,26.56,w
44.22103862,301.9090909,3321,26.568,e
44.23435419,302,3322,26.576,r
44.24766977,302.0909091,3323,26.584,t
44.26098535,302.1818182,3324,26.592,y
44.27430093,302.2727273,3325,26.6,u
44.28761651,302.3636364,3326,26.608,i
44.30093209,302.4545455,3327,26.616,o
44.31424767,302.5454545,3328,26.624,p
44.32756325,302.6363636,3329,26.632,a
44.34087883,302.7272727,3330,26.64,s
44.35419441,302.8181818,3331,26.648,d
44.36750999,302.9090909,3332,26.656,f
44.38082557,303,3333,26.664,g
44.39414115,303.0909091,3334,26.672,h
44.40745672,303.1818182,3335,26.68,j
44.4207723,303.2727273,3336,26.688,k
44.43408788,303.3636364,3337,26.696,l
44.44740346,303.4545455,3338,26.704,z
44.46071904,303.5454545,3339,26.712,x
44.47403462,303.6363636,3340,26.72,c
44.4873502,303.7272727,3341,26.728,v
44.50066578,303.8181818,3342,26.736,b
44.51398136,303.9090909,3343,26.744,n
44.52729694,304,3344,26.752,m
44.54061252,304.0909091,3345,26.76,j
44.5539281,304.1818182,3346,26.768,k
44.56724368,304.2727273,3347,26.776,l
44.58055925,304.3636364,3348,26.784,z
44.59387483,304.4545455,3349,26.792,f
44.60719041,304.5454545,3350,26.8,g
44.62050599,304.6363636,3351,26.808,v
44.63382157,304.7272727,3352,26.816,b
44.64713715,304.8181818,3353,26.824,n
44.66045273,304.9090909,3354,26.832,m
44.67376831,305,3355,26.84,a
44.68708389,305.0909091,3356,26.848,b
44.70039947,305.1818182,3357,26.856,f
44.71371505,305.2727273,3358,26.864,q
44.72703063,305.3636364,3359,26.872,w
44.74034621,305.4545455,3360,26.88,e
44.75366178,305.5454545,3361,26.888,r
44.76697736,305.6363636,3362,26.896,t
